"","Target","Effector","Median_FCC","MAD"
"2275","TKT2","Sink_PYR",0.0093,0.0177912
"2276","TPI","Sink_PYR",0.0038,0.01527078
"2277","XFPK1","Sink_PYR",-0.0094,0.2201661
"2278","XFPK2","Sink_PYR",0.2633,0.34159104
"2279","ZWF","Sink_PYR",-0.0256,0.0770952
"2280","ACO","Sink_P3G",-0.173,0.22505868
"2281","ADK","Sink_P3G",-0.1207,0.1986684
"2282","ALD","Sink_P3G",-0.0391,0.62758458
"2283","ATPSyn","Sink_P3G",-0.0468,0.0615279
"2284","CS","Sink_P3G",-0.173,0.22505868
"2285","DEVB","Sink_P3G",-0.2109,0.29073786
"2286","ENO","Sink_P3G",-0.1677,0.21216006
"2287","FBA","Sink_P3G",-0.0511,0.07531608
"2288","FBPase","Sink_P3G",-0.0391,0.62758458
"2289","FUMC","Sink_P3G",0,0.02727984
"2290","GAPD","Sink_P3G",-0.0552,0.06434484
"2291","GLCO","Sink_P3G",-0.0451,0.06953394
"2292","GND","Sink_P3G",-0.2109,0.29073786
"2293","ICD","Sink_P3G",-0.173,0.22505868
"2294","MDH","Sink_P3G",-0.2582,0.61587204
"2295","ME","Sink_P3G",-0.0595,0.12646578
"2296","NADPase","Sink_P3G",-0.0533,0.06464136
"2297","PDH","Sink_P3G",-0.0843,0.26731278
"2298","PGI","Sink_P3G",-0.2595,0.35033838
"2299","PGK","Sink_P3G",-0.0552,0.06434484
"2300","PGM","Sink_P3G",-0.1677,0.21216006
"2301","PGP","Sink_P3G",-0.0451,0.06953394
"2302","PNT","Sink_P3G",-0.0356,0.11875626
"2303","PPK","Sink_P3G",-0.1888,0.229803
"2304","PRK","Sink_P3G",-0.0451,0.06953394
"2305","PRSA","Sink_P3G",-0.1207,0.1986684
"2306","PTA","Sink_P3G",-0.0513,0.48228978
"2307","PYK","Sink_P3G",-0.0373,0.69504288
"2308","RPE","Sink_P3G",-0.0472,0.06834786
"2309","RPI","Sink_P3G",-0.0412,0.0763539
"2310","RuBisC","Sink_P3G",-0.0451,0.06953394
"2311","RuBisO","Sink_P3G",-0.0451,0.06953394
"2312","SBPase","Sink_P3G",-0.0511,0.07531608
"2313","Sink_ACCOA","Sink_P3G",-0.0194,0.12127668
"2314","Sink_E4P","Sink_P3G",-0.0778,0.15997254
"2315","Sink_G6P","Sink_P3G",-0.2497,0.3491523
"2316","Sink_GLX","Sink_P3G",-0.0451,0.06953394
"2317","Sink_H2O2","Sink_P3G",-0.0451,0.06953394
"2318","Sink_O2G","Sink_P3G",-0.173,0.22505868
"2319","Sink_OAA","Sink_P3G",-0.1202,0.17983938
"2320","Sink_P3G","Sink_P3G",0.7893,0.29548218
"2321","Sink_PRPP","Sink_P3G",-0.1207,0.1986684
"2322","Sink_PYR","Sink_P3G",-0.0147,0.16619946
"2323","Supply_COA","Sink_P3G",-0.0194,0.12127668
"2324","Supply_FUM","Sink_P3G",0,0.02727984
"2325","Supply_P_i","Sink_P3G",0.088,0.09295902
"2326","TAL","Sink_P3G",-0.0652,0.1089711
"2327","TKT1","Sink_P3G",-0.0466,0.07590912
"2328","TKT2","Sink_P3G",-0.0468,0.06642048
"2329","TPI","Sink_P3G",-0.0571,0.06627222
"2330","XFPK1","Sink_P3G",-0.0793,0.51505524
"2331","XFPK2","Sink_P3G",0.3237,0.62802936
"2332","ZWF","Sink_P3G",-0.2109,0.29073786
"2333","ACO","Sink_O2G",0.0358,0.05426316
"2334","ADK","Sink_O2G",0,0.00845082
"2335","ALD","Sink_O2G",-0.0034,0.06108312
"2336","ATPSyn","Sink_O2G",6e-04,0.00355824
"2337","CS","Sink_O2G",0.0358,0.05426316
"2338","DEVB","Sink_O2G",-0.0025,0.01897728
"2339","ENO","Sink_O2G",0.0118,0.01838424
"2340","FBA","Sink_O2G",5e-04,0.00415128
"2341","FBPase","Sink_O2G",-0.0034,0.06108312
"2342","FUMC","Sink_O2G",0,0.00133434
"2343","GAPD","Sink_O2G",8e-04,0.00385476
"2344","GLCO","Sink_O2G",0.0017,0.00474432
"2345","GND","Sink_O2G",-0.0025,0.01897728
"2346","ICD","Sink_O2G",0.0358,0.05426316
"2347","MDH","Sink_O2G",9e-04,0.03839934
"2348","ME","Sink_O2G",2e-04,0.00785778
"2349","NADPase","Sink_O2G",2e-04,0.00355824
"2350","PDH","Sink_O2G",0.0163,0.02802114
"2351","PGI","Sink_O2G",-0.0061,0.02120118
"2352","PGK","Sink_O2G",8e-04,0.00385476
"2353","PGM","Sink_O2G",0.0118,0.01838424
"2354","PGP","Sink_O2G",0.0017,0.00474432
"2355","PNT","Sink_O2G",0.0066,0.01200906
"2356","PPK","Sink_O2G",0.0062,0.01675338
"2357","PRK","Sink_O2G",0.0017,0.00474432
"2358","PRSA","Sink_O2G",0,0.00845082
"2359","PTA","Sink_O2G",-0.0027,0.037065
"2360","PYK","Sink_O2G",0.0163,0.05367012
"2361","RPE","Sink_O2G",0.0019,0.00474432
"2362","RPI","Sink_O2G",0.0013,0.00504084
"2363","RuBisC","Sink_O2G",0.0017,0.00474432
"2364","RuBisO","Sink_O2G",0.0017,0.00474432
"2365","SBPase","Sink_O2G",5e-04,0.00415128
"2366","Sink_ACCOA","Sink_O2G",-0.0019,0.01171254
"2367","Sink_E4P","Sink_O2G",2e-04,0.01171254
"2368","Sink_G6P","Sink_O2G",-0.0058,0.02016336
"2369","Sink_GLX","Sink_O2G",0.0017,0.00474432
"2370","Sink_H2O2","Sink_O2G",0.0017,0.00474432
"2371","Sink_O2G","Sink_O2G",0.0358,0.05426316
"2372","Sink_OAA","Sink_O2G",4e-04,0.00785778
"2373","Sink_P3G","Sink_O2G",0.001,0.0088956
"2374","Sink_PRPP","Sink_O2G",0,0.00845082
"2375","Sink_PYR","Sink_O2G",2e-04,0.01126776
"2376","Supply_COA","Sink_O2G",-0.0019,0.01171254
"2377","Supply_FUM","Sink_O2G",0,0.00133434
"2378","Supply_P_i","Sink_O2G",-3e-04,0.0044478
"2379","TAL","Sink_O2G",4e-04,0.00859908
"2380","TKT1","Sink_O2G",0.0027,0.00548562
"2381","TKT2","Sink_O2G",0.0012,0.00459606
"2382","TPI","Sink_O2G",5e-04,0.00385476
"2383","XFPK1","Sink_O2G",-0.0052,0.04091976
"2384","XFPK2","Sink_O2G",0.0397,0.07175784
"2385","ZWF","Sink_O2G",-0.0025,0.01897728
"2386","ACO","Sink_G6P",-0.1285,0.16842336
"2387","ADK","Sink_G6P",-0.0061,0.09310728
"2388","ALD","Sink_G6P",0.1209,0.39007206
"2389","ATPSyn","Sink_G6P",-0.0092,0.02772462
"2390","CS","Sink_G6P",-0.1285,0.16842336
"2391","DEVB","Sink_G6P",-0.3924,0.43529136
"2392","ENO","Sink_G6P",-0.1248,0.17153682
"2393","FBA","Sink_G6P",-0.015,0.03143112
"2394","FBPase","Sink_G6P",0.1209,0.39007206
"2395","FUMC","Sink_G6P",0.0029,0.01571556
"2396","GAPD","Sink_G6P",-0.0111,0.02980026
"2397","GLCO","Sink_G6P",-0.0223,0.03869586
"2398","GND","Sink_G6P",-0.3924,0.43529136
"2399","ICD","Sink_G6P",-0.1285,0.16842336
"2400","MDH","Sink_G6P",-0.0909,0.36368178
"2401","ME","Sink_G6P",-0.0138,0.07427826
"2402","NADPase","Sink_G6P",-0.0088,0.02876244
"2403","PDH","Sink_G6P",-0.0409,0.18502848
"2404","PGI","Sink_G6P",0.2366,0.32009334
"2405","PGK","Sink_G6P",-0.0111,0.02980026
"2406","PGM","Sink_G6P",-0.1248,0.17153682
"2407","PGP","Sink_G6P",-0.0223,0.03869586
"2408","PNT","Sink_G6P",-0.0106,0.07991214
"2409","PPK","Sink_G6P",-0.0932,0.15092868
"2410","PRK","Sink_G6P",-0.0223,0.03869586
"2411","PRSA","Sink_G6P",-0.0061,0.09310728
"2412","PTA","Sink_G6P",-0.0989,0.32676504
"2413","PYK","Sink_G6P",-0.1707,0.43455006
"2414","RPE","Sink_G6P",-0.0196,0.0385476
"2415","RPI","Sink_G6P",-0.0261,0.04195758
"2416","RuBisC","Sink_G6P",-0.0223,0.03869586
"2417","RuBisO","Sink_G6P",-0.0223,0.03869586
"2418","SBPase","Sink_G6P",-0.015,0.03143112
"2419","Sink_ACCOA","Sink_G6P",-0.0386,0.07457478
"2420","Sink_E4P","Sink_G6P",-0.0313,0.09370032
"2421","Sink_G6P","Sink_G6P",0.2631,0.33892236
"2422","Sink_GLX","Sink_G6P",-0.0223,0.03869586
"2423","Sink_H2O2","Sink_G6P",-0.0223,0.03869586
"2424","Sink_O2G","Sink_G6P",-0.1285,0.16842336
"2425","Sink_OAA","Sink_G6P",-0.0471,0.10170636
"2426","Sink_P3G","Sink_G6P",-0.0521,0.11845974
"2427","Sink_PRPP","Sink_G6P",-0.0061,0.09310728
"2428","Sink_PYR","Sink_G6P",-0.0598,0.10244766
"2429","Supply_COA","Sink_G6P",-0.0386,0.07457478
"2430","Supply_FUM","Sink_G6P",0.0029,0.01571556
"2431","Supply_P_i","Sink_G6P",0.01,0.04047498
"2432","TAL","Sink_G6P",-0.0113,0.05426316
"2433","TKT1","Sink_G6P",-0.0141,0.04625712
"2434","TKT2","Sink_G6P",-0.0249,0.0378063
"2435","TPI","Sink_G6P",-0.0102,0.02994852
"2436","XFPK1","Sink_G6P",-0.1292,0.34485276
"2437","XFPK2","Sink_G6P",0.2948,0.4558995
"2438","ZWF","Sink_G6P",-0.3924,0.43529136
"2439","ACO","Sink_GLX",0,0.00059304
"2440","ADK","Sink_GLX",0,0.00029652
"2441","ALD","Sink_GLX",0,0.00252042
"2442","ATPSyn","Sink_GLX",0,0.00014826
"2443","CS","Sink_GLX",0,0.00059304
"2444","DEVB","Sink_GLX",0,0.0007413
"2445","ENO","Sink_GLX",-2e-04,0.00059304
"2446","FBA","Sink_GLX",0,0.00014826
"2447","FBPase","Sink_GLX",0,0.00252042
"2448","FUMC","Sink_GLX",0,0
"2449","GAPD","Sink_GLX",0,0.00014826
"2450","GLCO","Sink_GLX",0,0.00014826
"2451","GND","Sink_GLX",0,0.0007413
"2452","ICD","Sink_GLX",0,0.00059304
"2453","MDH","Sink_GLX",0,0.0014826
"2454","ME","Sink_GLX",0,0.00029652
"2455","NADPase","Sink_GLX",0,0.00014826
"2456","PDH","Sink_GLX",-2e-04,0.0007413
"2457","PGI","Sink_GLX",1e-04,0.0007413
"2458","PGK","Sink_GLX",0,0.00014826
"2459","PGM","Sink_GLX",-2e-04,0.00059304
"2460","PGP","Sink_GLX",0,0.00014826
"2461","PNT","Sink_GLX",-1e-04,0.00029652
"2462","PPK","Sink_GLX",0,0.00059304
"2463","PRK","Sink_GLX",0,0.00014826
"2464","PRSA","Sink_GLX",0,0.00029652
"2465","PTA","Sink_GLX",1e-04,0.00133434
"2466","PYK","Sink_GLX",-3e-04,0.00207564
"2467","RPE","Sink_GLX",0,0.00014826
"2468","RPI","Sink_GLX",0,0.00014826
"2469","RuBisC","Sink_GLX",0,0.00014826
"2470","RuBisO","Sink_GLX",0,0.00014826
"2471","SBPase","Sink_GLX",0,0.00014826
"2472","Sink_ACCOA","Sink_GLX",0,0.00029652
"2473","Sink_E4P","Sink_GLX",0,0.00044478
"2474","Sink_G6P","Sink_GLX",1e-04,0.0007413
"2475","Sink_GLX","Sink_GLX",0,0.00014826
"2476","Sink_H2O2","Sink_GLX",0,0.00014826
"2477","Sink_O2G","Sink_GLX",0,0.00059304
"2478","Sink_OAA","Sink_GLX",0,0.00029652
"2479","Sink_P3G","Sink_GLX",0,0.00044478
"2480","Sink_PRPP","Sink_GLX",0,0.00029652
"2481","Sink_PYR","Sink_GLX",0,0.00044478
"2482","Supply_COA","Sink_GLX",0,0.00029652
"2483","Supply_FUM","Sink_GLX",0,0
"2484","Supply_P_i","Sink_GLX",0,0.00014826
"2485","TAL","Sink_GLX",0,0.00029652
"2486","TKT1","Sink_GLX",0,0.00029652
"2487","TKT2","Sink_GLX",0,0.00014826
"2488","TPI","Sink_GLX",0,0.00014826
"2489","XFPK1","Sink_GLX",2e-04,0.00163086
"2490","XFPK2","Sink_GLX",-6e-04,0.00266868
"2491","ZWF","Sink_GLX",0,0.0007413
"2492","ACO","Sink_H2O2",0,0
"2493","ADK","Sink_H2O2",0,0
"2494","ALD","Sink_H2O2",0,0
"2495","ATPSyn","Sink_H2O2",0,0
"2496","CS","Sink_H2O2",0,0
"2497","DEVB","Sink_H2O2",0,0
"2498","ENO","Sink_H2O2",0,0
"2499","FBA","Sink_H2O2",0,0
"2500","FBPase","Sink_H2O2",0,0
"2501","FUMC","Sink_H2O2",0,0
"2502","GAPD","Sink_H2O2",0,0
"2503","GLCO","Sink_H2O2",0,0
"2504","GND","Sink_H2O2",0,0
"2505","ICD","Sink_H2O2",0,0
"2506","MDH","Sink_H2O2",0,0
"2507","ME","Sink_H2O2",0,0
"2508","NADPase","Sink_H2O2",0,0
"2509","PDH","Sink_H2O2",0,0
"2510","PGI","Sink_H2O2",0,0
"2511","PGK","Sink_H2O2",0,0
"2512","PGM","Sink_H2O2",0,0
"2513","PGP","Sink_H2O2",0,0
"2514","PNT","Sink_H2O2",0,0
"2515","PPK","Sink_H2O2",0,0
"2516","PRK","Sink_H2O2",0,0
"2517","PRSA","Sink_H2O2",0,0
"2518","PTA","Sink_H2O2",0,0
"2519","PYK","Sink_H2O2",0,0
"2520","RPE","Sink_H2O2",0,0
"2521","RPI","Sink_H2O2",0,0
"2522","RuBisC","Sink_H2O2",0,0
"2523","RuBisO","Sink_H2O2",0,0
"2524","SBPase","Sink_H2O2",0,0
"2525","Sink_ACCOA","Sink_H2O2",0,0
"2526","Sink_E4P","Sink_H2O2",0,0
"2527","Sink_G6P","Sink_H2O2",0,0
"2528","Sink_GLX","Sink_H2O2",0,0
"2529","Sink_H2O2","Sink_H2O2",0,0
"2530","Sink_O2G","Sink_H2O2",0,0
"2531","Sink_OAA","Sink_H2O2",0,0
"2532","Sink_P3G","Sink_H2O2",0,0
"2533","Sink_PRPP","Sink_H2O2",0,0
"2534","Sink_PYR","Sink_H2O2",0,0
"2535","Supply_COA","Sink_H2O2",0,0
"2536","Supply_FUM","Sink_H2O2",0,0
"2537","Supply_P_i","Sink_H2O2",0,0
"2538","TAL","Sink_H2O2",0,0
"2539","TKT1","Sink_H2O2",0,0
"2540","TKT2","Sink_H2O2",0,0
"2541","TPI","Sink_H2O2",0,0
"2542","XFPK1","Sink_H2O2",0,0
"2543","XFPK2","Sink_H2O2",0,0
"2544","ZWF","Sink_H2O2",0,0
"2545","ACO","Sink_OAA",-0.2244,0.2535246
"2546","ADK","Sink_OAA",0.0417,0.1282449
"2547","ALD","Sink_OAA",0.2109,0.5678358
"2548","ATPSyn","Sink_OAA",0.0187,0.04255062
"2549","CS","Sink_OAA",-0.2244,0.2535246
"2550","DEVB","Sink_OAA",-0.1503,0.2335095
"2551","ENO","Sink_OAA",0.3204,0.23232342
"2552","FBA","Sink_OAA",5e-04,0.05100144
"2553","FBPase","Sink_OAA",0.2109,0.5678358
"2554","FUMC","Sink_OAA",0.0287,0.04136454
"2555","GAPD","Sink_OAA",0.025,0.04551582
"2556","GLCO","Sink_OAA",0.0481,0.05826618
"2557","GND","Sink_OAA",-0.1503,0.2335095
"2558","ICD","Sink_OAA",-0.2244,0.2535246
"2559","MDH","Sink_OAA",-0.3842,0.57124578
"2560","ME","Sink_OAA",-0.045,0.12409362
"2561","NADPase","Sink_OAA",0.0286,0.04477452
"2562","PDH","Sink_OAA",-0.0643,0.2735397
"2563","PGI","Sink_OAA",-0.3474,0.33610542
"2564","PGK","Sink_OAA",0.025,0.04551582
"2565","PGM","Sink_OAA",0.3204,0.23232342
"2566","PGP","Sink_OAA",0.0481,0.05826618
"2567","PNT","Sink_OAA",0.0039,0.12705882
"2568","PPK","Sink_OAA",0.5017,0.24433248
"2569","PRK","Sink_OAA",0.0481,0.05826618
"2570","PRSA","Sink_OAA",0.0417,0.1282449
"2571","PTA","Sink_OAA",-0.2103,0.44982084
"2572","PYK","Sink_OAA",-0.39,0.61542726
"2573","RPE","Sink_OAA",0.0534,0.059304
"2574","RPI","Sink_OAA",0.0385,0.06034182
"2575","RuBisC","Sink_OAA",0.0481,0.05826618
"2576","RuBisO","Sink_OAA",0.0481,0.05826618
"2577","SBPase","Sink_OAA",5e-04,0.05100144
"2578","Sink_ACCOA","Sink_OAA",-0.0667,0.11000892
"2579","Sink_E4P","Sink_OAA",-0.0022,0.11964582
"2580","Sink_G6P","Sink_OAA",-0.3449,0.34663188
"2581","Sink_GLX","Sink_OAA",0.0481,0.05826618
"2582","Sink_H2O2","Sink_OAA",0.0481,0.05826618
"2583","Sink_O2G","Sink_OAA",-0.2244,0.2535246
"2584","Sink_OAA","Sink_OAA",0.8529,0.21616308
"2585","Sink_P3G","Sink_OAA",0.0209,0.15730386
"2586","Sink_PRPP","Sink_OAA",0.0417,0.1282449
"2587","Sink_PYR","Sink_OAA",-0.1835,0.23677122
"2588","Supply_COA","Sink_OAA",-0.0667,0.11000892
"2589","Supply_FUM","Sink_OAA",0.0287,0.04136454
"2590","Supply_P_i","Sink_OAA",-0.0389,0.0615279
"2591","TAL","Sink_OAA",-0.023,0.08050518
"2592","TKT1","Sink_OAA",0.0677,0.07205436
"2593","TKT2","Sink_OAA",0.0402,0.0533736
"2594","TPI","Sink_OAA",0.0161,0.04418148
"2595","XFPK1","Sink_OAA",-0.2579,0.47472852
"2596","XFPK2","Sink_OAA",0.4605,0.64211406
"2597","ZWF","Sink_OAA",-0.1503,0.2335095
"2598","ACO","Sink_ACCOA",-0.1973,0.24032946
"2599","ADK","Sink_ACCOA",-0.0015,0.05530098
"2600","ALD","Sink_ACCOA",-0.0732,0.34262886
"2601","ATPSyn","Sink_ACCOA",0.005,0.02016336
"2602","CS","Sink_ACCOA",-0.1973,0.24032946
"2603","DEVB","Sink_ACCOA",-0.0164,0.09874116
"2604","ENO","Sink_ACCOA",0.0491,0.08984556
"2605","FBA","Sink_ACCOA",0.0069,0.0259455
"2606","FBPase","Sink_ACCOA",-0.0732,0.34262886
"2607","FUMC","Sink_ACCOA",-4e-04,0.01200906
"2608","GAPD","Sink_ACCOA",0.0062,0.0214977
"2609","GLCO","Sink_ACCOA",0.0101,0.0252042
"2610","GND","Sink_ACCOA",-0.0164,0.09874116
"2611","ICD","Sink_ACCOA",-0.1973,0.24032946
"2612","MDH","Sink_ACCOA",0.0923,0.26227194
"2613","ME","Sink_ACCOA",0.0189,0.05619054
"2614","NADPase","Sink_ACCOA",0.0032,0.02134944
"2615","PDH","Sink_ACCOA",0.2999,0.31119774
"2616","PGI","Sink_ACCOA",-0.0306,0.10481982
"2617","PGK","Sink_ACCOA",0.0062,0.0214977
"2618","PGM","Sink_ACCOA",0.0491,0.08984556
"2619","PGP","Sink_ACCOA",0.0101,0.0252042
"2620","PNT","Sink_ACCOA",0.1261,0.13447182
"2621","PPK","Sink_ACCOA",0.0014,0.08317386
"2622","PRK","Sink_ACCOA",0.0101,0.0252042
"2623","PRSA","Sink_ACCOA",-0.0015,0.05530098
"2624","PTA","Sink_ACCOA",-0.0587,0.33847758
"2625","PYK","Sink_ACCOA",0.2769,0.38947902
"2626","RPE","Sink_ACCOA",0.0106,0.02550072
"2627","RPI","Sink_ACCOA",0.0096,0.02757636
"2628","RuBisC","Sink_ACCOA",0.0101,0.0252042
"2629","RuBisO","Sink_ACCOA",0.0101,0.0252042
"2630","SBPase","Sink_ACCOA",0.0069,0.0259455
"2631","Sink_ACCOA","Sink_ACCOA",0.3586,0.3232068
"2632","Sink_E4P","Sink_ACCOA",0.0041,0.07279566
"2633","Sink_G6P","Sink_ACCOA",-0.0288,0.10140984
"2634","Sink_GLX","Sink_ACCOA",0.0101,0.0252042
"2635","Sink_H2O2","Sink_ACCOA",0.0101,0.0252042
"2636","Sink_O2G","Sink_ACCOA",-0.1973,0.24032946
"2637","Sink_OAA","Sink_ACCOA",0.0154,0.05574576
"2638","Sink_P3G","Sink_ACCOA",0.0095,0.05678358
"2639","Sink_PRPP","Sink_ACCOA",-0.0015,0.05530098
"2640","Sink_PYR","Sink_ACCOA",-0.0054,0.11549454
"2641","Supply_COA","Sink_ACCOA",0.3586,0.3232068
"2642","Supply_FUM","Sink_ACCOA",-4e-04,0.01200906
"2643","Supply_P_i","Sink_ACCOA",-0.0024,0.02698332
"2644","TAL","Sink_ACCOA",0.0104,0.0467019
"2645","TKT1","Sink_ACCOA",0.0144,0.03276546
"2646","TKT2","Sink_ACCOA",0.0084,0.0244629
"2647","TPI","Sink_ACCOA",0.0048,0.022239
"2648","XFPK1","Sink_ACCOA",-0.0755,0.35523096
"2649","XFPK2","Sink_ACCOA",0.242,0.42461664
"2650","ZWF","Sink_ACCOA",-0.0164,0.09874116
"2651","ACO","Supply_COA",-0.0108,0.08213604
"2652","ADK","Supply_COA",0.0016,0.02164596
"2653","ALD","Supply_COA",0.0057,0.11994234
"2654","ATPSyn","Supply_COA",8e-04,0.00756126
"2655","CS","Supply_COA",-0.0108,0.08213604
"2656","DEVB","Supply_COA",-0.0074,0.03573066
"2657","ENO","Supply_COA",7e-04,0.04091976
"2658","FBA","Supply_COA",4e-04,0.00904386
"2659","FBPase","Supply_COA",0.0057,0.11994234
"2660","FUMC","Supply_COA",4e-04,0.0051891
"2661","GAPD","Supply_COA",8e-04,0.0081543
"2662","GLCO","Supply_COA",8e-04,0.01022994
"2663","GND","Supply_COA",-0.0074,0.03573066
"2664","ICD","Supply_COA",-0.0108,0.08213604
"2665","MDH","Supply_COA",0.0127,0.1141602
"2666","ME","Supply_COA",0.0037,0.02550072
"2667","NADPase","Supply_COA",-4e-04,0.00845082
"2668","PDH","Supply_COA",0.0892,0.16634772
"2669","PGI","Supply_COA",-0.0114,0.04166106
"2670","PGK","Supply_COA",8e-04,0.0081543
"2671","PGM","Supply_COA",7e-04,0.04091976
"2672","PGP","Supply_COA",8e-04,0.01022994
"2673","PNT","Supply_COA",0.0396,0.07160958
"2674","PPK","Supply_COA",-0.0022,0.03350676
"2675","PRK","Supply_COA",8e-04,0.01022994
"2676","PRSA","Supply_COA",0.0016,0.02164596
"2677","PTA","Supply_COA",0.0764,0.22342782
"2678","PYK","Supply_COA",0.0115,0.17983938
"2679","RPE","Supply_COA",3e-04,0.01097124
"2680","RPI","Supply_COA",0.0025,0.01082298
"2681","RuBisC","Supply_COA",8e-04,0.01022994
"2682","RuBisO","Supply_COA",8e-04,0.01022994
"2683","SBPase","Supply_COA",4e-04,0.00904386
"2684","Sink_ACCOA","Supply_COA",0.1761,0.20622966
"2685","Sink_E4P","Supply_COA",2e-04,0.02327682
"2686","Sink_G6P","Supply_COA",-0.0106,0.04032672
"2687","Sink_GLX","Supply_COA",8e-04,0.01022994
"2688","Sink_H2O2","Supply_COA",8e-04,0.01022994
"2689","Sink_O2G","Supply_COA",-0.0108,0.08213604
"2690","Sink_OAA","Supply_COA",-0.0012,0.02386986
"2691","Sink_P3G","Supply_COA",-1e-04,0.022239
"2692","Sink_PRPP","Supply_COA",0.0016,0.02164596
"2693","Sink_PYR","Supply_COA",-0.028,0.05885922
"2694","Supply_COA","Supply_COA",0.1761,0.20622966
"2695","Supply_FUM","Supply_COA",4e-04,0.0051891
"2696","Supply_P_i","Supply_COA",-0.0015,0.01097124
"2697","TAL","Supply_COA",-1e-04,0.01586382
"2698","TKT1","Supply_COA",-0.001,0.0163086
"2699","TKT2","Supply_COA",0.0026,0.00978516
"2700","TPI","Supply_COA",0.0016,0.00830256
"2701","XFPK1","Supply_COA",0.0732,0.22995126
"2702","XFPK2","Supply_COA",0.136,0.25515546
"2703","ZWF","Supply_COA",-0.0074,0.03573066
"2704","ACO","Supply_P_i",0.0839,0.42535794
"2705","ADK","Supply_P_i",0.6085,0.76516986
"2706","ALD","Supply_P_i",0.5285,1.28274552
"2707","ATPSyn","Supply_P_i",0.1907,0.19703754
"2708","CS","Supply_P_i",0.0839,0.42535794
"2709","DEVB","Supply_P_i",0.1943,0.54871026
"2710","ENO","Supply_P_i",-0.0236,0.45308256
"2711","FBA","Supply_P_i",0.1081,0.16723728
"2712","FBPase","Supply_P_i",0.5285,1.28274552
"2713","FUMC","Supply_P_i",0.0235,0.0644931
"2714","GAPD","Supply_P_i",0.1705,0.19807536
"2715","GLCO","Supply_P_i",0.1746,0.21557004
"2716","GND","Supply_P_i",0.1943,0.54871026
"2717","ICD","Supply_P_i",0.0839,0.42535794
"2718","MDH","Supply_P_i",0.1944,1.36428852
"2719","ME","Supply_P_i",0.0974,0.29459262
"2720","NADPase","Supply_P_i",0.1738,0.19985448
"2721","PDH","Supply_P_i",-0.0059,0.6071247
"2722","PGI","Supply_P_i",0.0744,0.62224722
"2723","PGK","Supply_P_i",0.1705,0.19807536
"2724","PGM","Supply_P_i",-0.0236,0.45308256
"2725","PGP","Supply_P_i",0.1746,0.21557004
"2726","PNT","Supply_P_i",0.03,0.27561534
"2727","PPK","Supply_P_i",0.1431,0.44062872
"2728","PRK","Supply_P_i",0.1746,0.21557004
"2729","PRSA","Supply_P_i",0.6085,0.76516986
"2730","PTA","Supply_P_i",0.0446,1.01009538
"2731","PYK","Supply_P_i",-0.778,1.69742874
"2732","RPE","Supply_P_i",0.1935,0.2194248
"2733","RPI","Supply_P_i",0.1393,0.21779394
"2734","RuBisC","Supply_P_i",0.1746,0.21557004
"2735","RuBisO","Supply_P_i",0.1746,0.21557004
"2736","SBPase","Supply_P_i",0.1081,0.16723728
"2737","Sink_ACCOA","Supply_P_i",-0.0178,0.25382112
"2738","Sink_E4P","Supply_P_i",0.1206,0.33032328
"2739","Sink_G6P","Supply_P_i",0.0606,0.60801426
"2740","Sink_GLX","Supply_P_i",0.1746,0.21557004
"2741","Sink_H2O2","Supply_P_i",0.1746,0.21557004
"2742","Sink_O2G","Supply_P_i",0.0839,0.42535794
"2743","Sink_OAA","Supply_P_i",0.0708,0.29103438
"2744","Sink_P3G","Supply_P_i",0.2933,0.43899786
"2745","Sink_PRPP","Supply_P_i",0.6085,0.76516986
"2746","Sink_PYR","Supply_P_i",-0.158,0.39022032
"2747","Supply_COA","Supply_P_i",-0.0178,0.25382112
"2748","Supply_FUM","Supply_P_i",0.0235,0.0644931
"2749","Supply_P_i","Supply_P_i",0.5706,0.36738828
"2750","TAL","Supply_P_i",0.0879,0.26968494
"2751","TKT1","Supply_P_i",0.2076,0.24181206
"2752","TKT2","Supply_P_i",0.1751,0.20356098
"2753","TPI","Supply_P_i",0.1603,0.19318278
"2754","XFPK1","Supply_P_i",0.0578,1.082298
"2755","XFPK2","Supply_P_i",-0.1517,1.33389522
"2756","ZWF","Supply_P_i",0.1943,0.54871026
"2757","ACO","Supply_FUM",0.0313,0.04581234
"2758","ADK","Supply_FUM",-0.0038,0.01749468
"2759","ALD","Supply_FUM",-0.0082,0.08791818
"2760","ATPSyn","Supply_FUM",-7e-04,0.00681996
"2761","CS","Supply_FUM",0.0313,0.04581234
"2762","DEVB","Supply_FUM",0.0091,0.0348411
"2763","ENO","Supply_FUM",-0.0255,0.03810282
"2764","FBA","Supply_FUM",0,0.00770952
"2765","FBPase","Supply_FUM",-0.0082,0.08791818
"2766","FUMC","Supply_FUM",0.3838,0.28288008
"2767","GAPD","Supply_FUM",-0.001,0.00756126
"2768","GLCO","Supply_FUM",-0.0029,0.00919212
"2769","GND","Supply_FUM",0.0091,0.0348411
"2770","ICD","Supply_FUM",0.0313,0.04581234
"2771","MDH","Supply_FUM",-0.3251,0.41231106
"2772","ME","Supply_FUM",0.1548,0.17242638
"2773","NADPase","Supply_FUM",-0.0108,0.01319514
"2774","PDH","Supply_FUM",0.0323,0.07457478
"2775","PGI","Supply_FUM",0.0363,0.04907406
"2776","PGK","Supply_FUM",-0.001,0.00756126
