"","Target","Effector","Median_FCC","MAD"
"1138","PRK","NADPase",0.1075,0.2542659
"1139","PRSA","NADPase",-0.1681,0.50838354
"1140","PTA","NADPase",0.092,1.29683022
"1141","PYK","NADPase",0.4714,2.15303172
"1142","RPE","NADPase",0.0996,0.2513007
"1143","RPI","NADPase",0.1248,0.27146406
"1144","RuBisC","NADPase",0.1075,0.2542659
"1145","RuBisO","NADPase",0.1075,0.2542659
"1146","SBPase","NADPase",0.1309,0.22105566
"1147","Sink_ACCOA","NADPase",-5e-04,0.35567574
"1148","Sink_E4P","NADPase",0.1758,0.42595098
"1149","Sink_G6P","NADPase",0.4173,0.7553847
"1150","Sink_GLX","NADPase",0.1075,0.2542659
"1151","Sink_H2O2","NADPase",0.1075,0.2542659
"1152","Sink_O2G","NADPase",-0.1227,0.63914886
"1153","Sink_OAA","NADPase",0.0058,0.41675886
"1154","Sink_P3G","NADPase",-0.0939,0.47932458
"1155","Sink_PRPP","NADPase",-0.1681,0.50838354
"1156","Sink_PYR","NADPase",0.2595,0.5478207
"1157","Supply_COA","NADPase",-5e-04,0.35567574
"1158","Supply_FUM","NADPase",-0.1425,0.2008923
"1159","Supply_P_i","NADPase",-0.03,0.27309492
"1160","TAL","NADPase",0.1966,0.34663188
"1161","TKT1","NADPase",0.1017,0.27917358
"1162","TKT2","NADPase",0.0953,0.23780904
"1163","TPI","NADPase",0.1193,0.23691948
"1164","XFPK1","NADPase",0.1096,1.38563796
"1165","XFPK2","NADPase",-0.0731,1.77333786
"1166","ZWF","NADPase",-0.1587,0.95598048
"1167","ACO","PNT",0.0048,0.00756126
"1168","ADK","PNT",-3e-04,0.00252042
"1169","ALD","PNT",0,0.0140847
"1170","ATPSyn","PNT",-1e-04,0.00088956
"1171","CS","PNT",0.0048,0.00756126
"1172","DEVB","PNT",8e-04,0.00489258
"1173","ENO","PNT",-0.0023,0.00533736
"1174","FBA","PNT",0,0.00103782
"1175","FBPase","PNT",0,0.0140847
"1176","FUMC","PNT",0.0084,0.0111195
"1177","GAPD","PNT",-1e-04,0.00103782
"1178","GLCO","PNT",-3e-04,0.00118608
"1179","GND","PNT",8e-04,0.00489258
"1180","ICD","PNT",0.0048,0.00756126
"1181","MDH","PNT",-0.0551,0.08287734
"1182","ME","PNT",-0.0037,0.0200151
"1183","NADPase","PNT",-7e-04,0.00118608
"1184","PDH","PNT",0.0093,0.01793946
"1185","PGI","PNT",0.003,0.00578214
"1186","PGK","PNT",-1e-04,0.00103782
"1187","PGM","PNT",-0.0023,0.00533736
"1188","PGP","PNT",-3e-04,0.00118608
"1189","PNT","PNT",0.0107,0.01378818
"1190","PPK","PNT",-0.0045,0.00874734
"1191","PRK","PNT",-3e-04,0.00118608
"1192","PRSA","PNT",-3e-04,0.00252042
"1193","PTA","PNT",0,0.0133434
"1194","PYK","PNT",0.0049,0.02802114
"1195","RPE","PNT",-4e-04,0.00133434
"1196","RPI","PNT",-3e-04,0.00133434
"1197","RuBisC","PNT",-3e-04,0.00118608
"1198","RuBisO","PNT",-3e-04,0.00118608
"1199","SBPase","PNT",0,0.00103782
"1200","Sink_ACCOA","PNT",0.0046,0.00726474
"1201","Sink_E4P","PNT",0,0.00281694
"1202","Sink_G6P","PNT",0.0029,0.00563388
"1203","Sink_GLX","PNT",-3e-04,0.00118608
"1204","Sink_H2O2","PNT",-3e-04,0.00118608
"1205","Sink_O2G","PNT",0.0048,0.00756126
"1206","Sink_OAA","PNT",1e-04,0.0037065
"1207","Sink_P3G","PNT",-4e-04,0.00281694
"1208","Sink_PRPP","PNT",-3e-04,0.00252042
"1209","Sink_PYR","PNT",-0.0058,0.01230558
"1210","Supply_COA","PNT",0.0046,0.00726474
"1211","Supply_FUM","PNT",0.0084,0.0111195
"1212","Supply_P_i","PNT",2e-04,0.00133434
"1213","TAL","PNT",1e-04,0.00192738
"1214","TKT1","PNT",-4e-04,0.00163086
"1215","TKT2","PNT",-3e-04,0.00118608
"1216","TPI","PNT",-1e-04,0.00103782
"1217","XFPK1","PNT",5e-04,0.01378818
"1218","XFPK2","PNT",-0.0111,0.01897728
"1219","ZWF","PNT",8e-04,0.00489258
"1220","ACO","PGI",-0.0466,0.06434484
"1221","ADK","PGI",-0.0017,0.0333585
"1222","ALD","PGI",0.0386,0.1475187
"1223","ATPSyn","PGI",-0.0029,0.01022994
"1224","CS","PGI",-0.0466,0.06434484
"1225","DEVB","PGI",0.0499,0.09518292
"1226","ENO","PGI",-0.04,0.05841444
"1227","FBA","PGI",-0.0049,0.01171254
"1228","FBPase","PGI",0.0386,0.1475187
"1229","FUMC","PGI",8e-04,0.00548562
"1230","GAPD","PGI",-0.0035,0.0111195
"1231","GLCO","PGI",-0.0072,0.01423296
"1232","GND","PGI",0.0499,0.09518292
"1233","ICD","PGI",-0.0466,0.06434484
"1234","MDH","PGI",-0.0247,0.13209966
"1235","ME","PGI",-0.0037,0.02698332
"1236","NADPase","PGI",-0.0031,0.01067472
"1237","PDH","PGI",-0.0115,0.07027524
"1238","PGI","PGI",0.0809,0.1082298
"1239","PGK","PGI",-0.0035,0.0111195
"1240","PGM","PGI",-0.04,0.05841444
"1241","PGP","PGI",-0.0072,0.01423296
"1242","PNT","PGI",-0.0029,0.03024504
"1243","PPK","PGI",-0.0282,0.05129796
"1244","PRK","PGI",-0.0072,0.01423296
"1245","PRSA","PGI",-0.0017,0.0333585
"1246","PTA","PGI",-0.0331,0.12320406
"1247","PYK","PGI",-0.0553,0.16397556
"1248","RPE","PGI",-0.0065,0.01423296
"1249","RPI","PGI",-0.0093,0.01571556
"1250","RuBisC","PGI",-0.0072,0.01423296
"1251","RuBisO","PGI",-0.0072,0.01423296
"1252","SBPase","PGI",-0.0049,0.01171254
"1253","Sink_ACCOA","PGI",-0.0138,0.02713158
"1254","Sink_E4P","PGI",-0.0099,0.03276546
"1255","Sink_G6P","PGI",0.0781,0.10704372
"1256","Sink_GLX","PGI",-0.0072,0.01423296
"1257","Sink_H2O2","PGI",-0.0072,0.01423296
"1258","Sink_O2G","PGI",-0.0466,0.06434484
"1259","Sink_OAA","PGI",-0.0135,0.03321024
"1260","Sink_P3G","PGI",-0.0147,0.03884412
"1261","Sink_PRPP","PGI",-0.0017,0.0333585
"1262","Sink_PYR","PGI",-0.0198,0.03647196
"1263","Supply_COA","PGI",-0.0138,0.02713158
"1264","Supply_FUM","PGI",8e-04,0.00548562
"1265","Supply_P_i","PGI",0.003,0.01438122
"1266","TAL","PGI",-0.0029,0.02060814
"1267","TKT1","PGI",-0.0042,0.01719816
"1268","TKT2","PGI",-0.009,0.01423296
"1269","TPI","PGI",-0.0032,0.0111195
"1270","XFPK1","PGI",-0.045,0.13017228
"1271","XFPK2","PGI",0.1137,0.1845837
"1272","ZWF","PGI",0.0499,0.09518292
"1273","ACO","ZWF",0,0.00103782
"1274","ADK","ZWF",1e-04,0.00059304
"1275","ALD","ZWF",3e-04,0.00281694
"1276","ATPSyn","ZWF",2e-04,0.00029652
"1277","CS","ZWF",0,0.00103782
"1278","DEVB","ZWF",0.517,0.40089504
"1279","ENO","ZWF",3e-04,0.00103782
"1280","FBA","ZWF",2e-04,0.00029652
"1281","FBPase","ZWF",3e-04,0.00281694
"1282","FUMC","ZWF",-1e-04,0.00014826
"1283","GAPD","ZWF",2e-04,0.00029652
"1284","GLCO","ZWF",2e-04,0.00029652
"1285","GND","ZWF",0.517,0.40089504
"1286","ICD","ZWF",0,0.00103782
"1287","MDH","ZWF",0.0011,0.00266868
"1288","ME","ZWF",1e-04,0.00059304
"1289","NADPase","ZWF",-2e-04,0.00029652
"1290","PDH","ZWF",0,0.00118608
"1291","PGI","ZWF",0.0112,0.0096369
"1292","PGK","ZWF",2e-04,0.00029652
"1293","PGM","ZWF",3e-04,0.00103782
"1294","PGP","ZWF",2e-04,0.00029652
"1295","PNT","ZWF",0,0.00059304
"1296","PPK","ZWF",3e-04,0.00103782
"1297","PRK","ZWF",2e-04,0.00029652
"1298","PRSA","ZWF",1e-04,0.00059304
"1299","PTA","ZWF",-1e-04,0.00207564
"1300","PYK","ZWF",0,0.00311346
"1301","RPE","ZWF",-1e-04,0.00044478
"1302","RPI","ZWF",-2e-04,0.00044478
"1303","RuBisC","ZWF",2e-04,0.00029652
"1304","RuBisO","ZWF",2e-04,0.00029652
"1305","SBPase","ZWF",2e-04,0.00029652
"1306","Sink_ACCOA","ZWF",0,0.00059304
"1307","Sink_E4P","ZWF",2e-04,0.00059304
"1308","Sink_G6P","ZWF",-0.002,0.00252042
"1309","Sink_GLX","ZWF",2e-04,0.00029652
"1310","Sink_H2O2","ZWF",2e-04,0.00029652
"1311","Sink_O2G","ZWF",0,0.00103782
"1312","Sink_OAA","ZWF",1e-04,0.00059304
"1313","Sink_P3G","ZWF",1e-04,0.0007413
"1314","Sink_PRPP","ZWF",1e-04,0.00059304
"1315","Sink_PYR","ZWF",1e-04,0.0007413
"1316","Supply_COA","ZWF",0,0.00059304
"1317","Supply_FUM","ZWF",-1e-04,0.00014826
"1318","Supply_P_i","ZWF",-2e-04,0.00029652
"1319","TAL","ZWF",8e-04,0.00088956
"1320","TKT1","ZWF",-1e-04,0.00044478
"1321","TKT2","ZWF",-2e-04,0.00044478
"1322","TPI","ZWF",3e-04,0.00044478
"1323","XFPK1","ZWF",-1e-04,0.00237216
"1324","XFPK2","ZWF",0,0.00311346
"1325","ZWF","ZWF",0.517,0.40089504
"1326","ACO","DEVB",0,0.00044478
"1327","ADK","DEVB",0,0.00029652
"1328","ALD","DEVB",1e-04,0.00118608
"1329","ATPSyn","DEVB",1e-04,0.00014826
"1330","CS","DEVB",0,0.00044478
"1331","DEVB","DEVB",0.2519,0.27961836
"1332","ENO","DEVB",1e-04,0.00044478
"1333","FBA","DEVB",1e-04,0.00014826
"1334","FBPase","DEVB",1e-04,0.00118608
"1335","FUMC","DEVB",0,0
"1336","GAPD","DEVB",1e-04,0.00014826
"1337","GLCO","DEVB",1e-04,0.00014826
"1338","GND","DEVB",0.2519,0.27961836
"1339","ICD","DEVB",0,0.00044478
"1340","MDH","DEVB",4e-04,0.00118608
"1341","ME","DEVB",0,0.00029652
"1342","NADPase","DEVB",-1e-04,0.00014826
"1343","PDH","DEVB",0,0.00059304
"1344","PGI","DEVB",0.0051,0.00607866
"1345","PGK","DEVB",1e-04,0.00014826
"1346","PGM","DEVB",1e-04,0.00044478
"1347","PGP","DEVB",1e-04,0.00014826
"1348","PNT","DEVB",0,0.00029652
"1349","PPK","DEVB",1e-04,0.00044478
"1350","PRK","DEVB",1e-04,0.00014826
"1351","PRSA","DEVB",0,0.00029652
"1352","PTA","DEVB",0,0.00088956
"1353","PYK","DEVB",0,0.00133434
"1354","RPE","DEVB",0,0.00014826
"1355","RPI","DEVB",0,0.00014826
"1356","RuBisC","DEVB",1e-04,0.00014826
"1357","RuBisO","DEVB",1e-04,0.00014826
"1358","SBPase","DEVB",1e-04,0.00014826
"1359","Sink_ACCOA","DEVB",0,0.00029652
"1360","Sink_E4P","DEVB",1e-04,0.00029652
"1361","Sink_G6P","DEVB",-8e-04,0.00118608
"1362","Sink_GLX","DEVB",1e-04,0.00014826
"1363","Sink_H2O2","DEVB",1e-04,0.00014826
"1364","Sink_O2G","DEVB",0,0.00044478
"1365","Sink_OAA","DEVB",0,0.00029652
"1366","Sink_P3G","DEVB",0,0.00029652
"1367","Sink_PRPP","DEVB",0,0.00029652
"1368","Sink_PYR","DEVB",0,0.00029652
"1369","Supply_COA","DEVB",0,0.00029652
"1370","Supply_FUM","DEVB",0,0
"1371","Supply_P_i","DEVB",-1e-04,0.00014826
"1372","TAL","DEVB",3e-04,0.00044478
"1373","TKT1","DEVB",0,0.00014826
"1374","TKT2","DEVB",0,0.00014826
"1375","TPI","DEVB",1e-04,0.00014826
"1376","XFPK1","DEVB",0,0.00103782
"1377","XFPK2","DEVB",0,0.00133434
"1378","ZWF","DEVB",0.2519,0.27961836
"1379","ACO","GND",0,0.00014826
"1380","ADK","GND",0,0
"1381","ALD","GND",0,0.00029652
"1382","ATPSyn","GND",0,0
"1383","CS","GND",0,0.00014826
"1384","DEVB","GND",0.048,0.06805134
"1385","ENO","GND",0,0.00014826
"1386","FBA","GND",0,0
"1387","FBPase","GND",0,0.00029652
"1388","FUMC","GND",0,0
"1389","GAPD","GND",0,0
"1390","GLCO","GND",0,0
"1391","GND","GND",0.048,0.06805134
"1392","ICD","GND",0,0.00014826
"1393","MDH","GND",1e-04,0.00029652
"1394","ME","GND",0,0
"1395","NADPase","GND",0,0
"1396","PDH","GND",0,0.00014826
"1397","PGI","GND",0.001,0.0014826
"1398","PGK","GND",0,0
"1399","PGM","GND",0,0.00014826
"1400","PGP","GND",0,0
"1401","PNT","GND",0,0
"1402","PPK","GND",0,0.00014826
"1403","PRK","GND",0,0
"1404","PRSA","GND",0,0
"1405","PTA","GND",0,0.00014826
"1406","PYK","GND",0,0.00029652
"1407","RPE","GND",0,0
"1408","RPI","GND",0,0
"1409","RuBisC","GND",0,0
"1410","RuBisO","GND",0,0
"1411","SBPase","GND",0,0
"1412","Sink_ACCOA","GND",0,0
"1413","Sink_E4P","GND",0,0
"1414","Sink_G6P","GND",-2e-04,0.00029652
"1415","Sink_GLX","GND",0,0
"1416","Sink_H2O2","GND",0,0
"1417","Sink_O2G","GND",0,0.00014826
"1418","Sink_OAA","GND",0,0
"1419","Sink_P3G","GND",0,0
"1420","Sink_PRPP","GND",0,0
"1421","Sink_PYR","GND",0,0
"1422","Supply_COA","GND",0,0
"1423","Supply_FUM","GND",0,0
"1424","Supply_P_i","GND",0,0
"1425","TAL","GND",1e-04,0.00014826
"1426","TKT1","GND",0,0
"1427","TKT2","GND",0,0
"1428","TPI","GND",0,0
"1429","XFPK1","GND",0,0.00014826
"1430","XFPK2","GND",0,0.00029652
"1431","ZWF","GND",0.048,0.06805134
"1432","ACO","CS",0.238,0.24878028
"1433","ADK","CS",0.005,0.0622692
"1434","ALD","CS",0.1203,0.36590568
"1435","ATPSyn","CS",-0.0035,0.02164596
"1436","CS","CS",0.238,0.24878028
"1437","DEVB","CS",0.0079,0.10318896
"1438","ENO","CS",-0.0461,0.09058686
"1439","FBA","CS",-0.0064,0.02772462
"1440","FBPase","CS",0.1203,0.36590568
"1441","FUMC","CS",0.003,0.01215732
"1442","GAPD","CS",-0.0047,0.02327682
"1443","GLCO","CS",-0.0089,0.02698332
"1444","GND","CS",0.0079,0.10318896
"1445","ICD","CS",0.238,0.24878028
"1446","MDH","CS",-0.0529,0.26330976
"1447","ME","CS",-0.0069,0.05589402
"1448","NADPase","CS",-0.0068,0.022239
"1449","PDH","CS",-0.0364,0.15834168
"1450","PGI","CS",0.0218,0.11178804
"1451","PGK","CS",-0.0047,0.02327682
"1452","PGM","CS",-0.0461,0.09058686
"1453","PGP","CS",-0.0089,0.02698332
"1454","PNT","CS",-0.0103,0.06997872
"1455","PPK","CS",-0.005,0.0904386
"1456","PRK","CS",-0.0089,0.02698332
"1457","PRSA","CS",0.005,0.0622692
"1458","PTA","CS",0.1137,0.22654128
"1459","PYK","CS",-0.2104,0.32216898
"1460","RPE","CS",-0.01,0.02698332
"1461","RPI","CS",-0.0069,0.02935548
"1462","RuBisC","CS",-0.0089,0.02698332
"1463","RuBisO","CS",-0.0089,0.02698332
"1464","SBPase","CS",-0.0064,0.02772462
"1465","Sink_ACCOA","CS",-0.0531,0.08213604
"1466","Sink_E4P","CS",-0.0044,0.08258082
"1467","Sink_G6P","CS",0.0202,0.10867458
"1468","Sink_GLX","CS",-0.0089,0.02698332
"1469","Sink_H2O2","CS",-0.0089,0.02698332
"1470","Sink_O2G","CS",0.238,0.24878028
"1471","Sink_OAA","CS",-0.0332,0.06478962
"1472","Sink_P3G","CS",-0.0145,0.06612396
"1473","Sink_PRPP","CS",0.005,0.0622692
"1474","Sink_PYR","CS",-0.0711,0.09977898
"1475","Supply_COA","CS",-0.0531,0.08213604
"1476","Supply_FUM","CS",0.003,0.01215732
"1477","Supply_P_i","CS",-1e-04,0.02980026
"1478","TAL","CS",-0.0133,0.04848102
"1479","TKT1","CS",-0.0154,0.0318759
"1480","TKT2","CS",-0.0054,0.02564898
"1481","TPI","CS",-0.0025,0.02357334
"1482","XFPK1","CS",0.1333,0.24655638
"1483","XFPK2","CS",-0.1723,0.35626878
"1484","ZWF","CS",0.0079,0.10318896
"1485","ACO","ACO",0.0732,0.09770334
"1486","ADK","ACO",0,0.01690164
"1487","ALD","ACO",-0.0172,0.12216624
"1488","ATPSyn","ACO",0.0019,0.0066717
"1489","CS","ACO",0.0732,0.09770334
"1490","DEVB","ACO",-0.0086,0.03573066
"1491","ENO","ACO",0.0249,0.03469284
"1492","FBA","ACO",0.0021,0.0088956
"1493","FBPase","ACO",-0.0172,0.12216624
"1494","FUMC","ACO",0,0.0029652
"1495","GAPD","ACO",0.0025,0.00711648
"1496","GLCO","ACO",0.0044,0.00845082
"1497","GND","ACO",-0.0086,0.03573066
"1498","ICD","ACO",0.0732,0.09770334
"1499","MDH","ACO",0.0064,0.07220262
"1500","ME","ACO",0.0013,0.014826
"1501","NADPase","ACO",0.0011,0.0066717
"1502","PDH","ACO",0.0371,0.05367012
"1503","PGI","ACO",-0.0169,0.03736152
"1504","PGK","ACO",0.0025,0.00711648
"1505","PGM","ACO",0.0249,0.03469284
"1506","PGP","ACO",0.0044,0.00845082
"1507","PNT","ACO",0.0154,0.02268378
"1508","PPK","ACO",0.0157,0.02787288
"1509","PRK","ACO",0.0044,0.00845082
"1510","PRSA","ACO",0,0.01690164
"1511","PTA","ACO",-0.0128,0.06953394
"1512","PYK","ACO",0.0481,0.0993342
"1513","RPE","ACO",0.0048,0.00845082
"1514","RPI","ACO",0.0038,0.00904386
"1515","RuBisC","ACO",0.0044,0.00845082
"1516","RuBisO","ACO",0.0044,0.00845082
"1517","SBPase","ACO",0.0021,0.0088956
"1518","Sink_ACCOA","ACO",-0.0067,0.02194248
"1519","Sink_E4P","ACO",0.0012,0.02490768
"1520","Sink_G6P","ACO",-0.016,0.03617544
"1521","Sink_GLX","ACO",0.0044,0.00845082
"1522","Sink_H2O2","ACO",0.0044,0.00845082
"1523","Sink_O2G","ACO",0.0732,0.09770334
"1524","Sink_OAA","ACO",0.0018,0.01586382
"1525","Sink_P3G","ACO",0.0036,0.01808772
"1526","Sink_PRPP","ACO",0,0.01690164
"1527","Sink_PYR","ACO",0.0013,0.02283204
"1528","Supply_COA","ACO",-0.0067,0.02194248
"1529","Supply_FUM","ACO",0,0.0029652
"1530","Supply_P_i","ACO",-0.0012,0.0081543
"1531","TAL","ACO",0.0025,0.01660512
"1532","TKT1","ACO",0.0063,0.01008168
"1533","TKT2","ACO",0.0034,0.0081543
"1534","TPI","ACO",0.0017,0.00726474
"1535","XFPK1","ACO",-0.02,0.07546434
"1536","XFPK2","ACO",0.0917,0.13402704
"1537","ZWF","ACO",-0.0086,0.03573066
"1538","ACO","ICD",0.1404,0.16931292
"1539","ADK","ICD",0,0.03083808
"1540","ALD","ICD",-0.0353,0.22357608
"1541","ATPSyn","ICD",0.0039,0.0118608
"1542","CS","ICD",0.1404,0.16931292
"1543","DEVB","ICD",-0.0179,0.06493788
"1544","ENO","ICD",0.0455,0.059304
"1545","FBA","ICD",0.0043,0.01601208
"1546","FBPase","ICD",-0.0353,0.22357608
"1547","FUMC","ICD",-1e-04,0.00548562
"1548","GAPD","ICD",0.0049,0.0126021
"1549","GLCO","ICD",0.0083,0.01467774
"1550","GND","ICD",-0.0179,0.06493788
"1551","ICD","ICD",0.1404,0.16931292
"1552","MDH","ICD",0.0138,0.13106184
"1553","ME","ICD",0.0029,0.02683506
"1554","NADPase","ICD",0.0023,0.01215732
"1555","PDH","ICD",0.0699,0.09518292
"1556","PGI","ICD",-0.0336,0.06716178
"1557","PGK","ICD",0.0049,0.0126021
"1558","PGM","ICD",0.0455,0.059304
"1559","PGP","ICD",0.0083,0.01467774
"1560","PNT","ICD",0.0291,0.04062324
"1561","PPK","ICD",0.0304,0.04922232
"1562","PRK","ICD",0.0083,0.01467774
"1563","PRSA","ICD",0,0.03083808
"1564","PTA","ICD",-0.0275,0.12646578
"1565","PYK","ICD",0.092,0.17598462
"1566","RPE","ICD",0.0089,0.01467774
"1567","RPI","ICD",0.0073,0.01601208
"1568","RuBisC","ICD",0.0083,0.01467774
"1569","RuBisO","ICD",0.0083,0.01467774
"1570","SBPase","ICD",0.0043,0.01601208
"1571","Sink_ACCOA","ICD",-0.0138,0.04047498
"1572","Sink_E4P","ICD",0.0025,0.04655364
"1573","Sink_G6P","ICD",-0.0322,0.0652344
"1574","Sink_GLX","ICD",0.0083,0.01467774
"1575","Sink_H2O2","ICD",0.0083,0.01467774
"1576","Sink_O2G","ICD",0.1404,0.16931292
"1577","Sink_OAA","ICD",0.0037,0.029652
"1578","Sink_P3G","ICD",0.0074,0.0333585
"1579","Sink_PRPP","ICD",0,0.03083808
"1580","Sink_PYR","ICD",0.0027,0.04255062
"1581","Supply_COA","ICD",-0.0138,0.04047498
"1582","Supply_FUM","ICD",-1e-04,0.00548562
"1583","Supply_P_i","ICD",-0.0025,0.01467774
"1584","TAL","ICD",0.0053,0.02950374
"1585","TKT1","ICD",0.0118,0.0177912
"1586","TKT2","ICD",0.0067,0.01423296
"1587","TPI","ICD",0.0035,0.01304688
"1588","XFPK1","ICD",-0.0414,0.13684398
"1589","XFPK2","ICD",0.1733,0.2394399
"1590","ZWF","ICD",-0.0179,0.06493788
"1591","ACO","MDH",-0.001,0.01749468
"1592","ADK","MDH",0.0028,0.01052646
"1593","ALD","MDH",0.024,0.0400302
"1594","ATPSyn","MDH",6e-04,0.00326172
"1595","CS","MDH",-0.001,0.01749468
"1596","DEVB","MDH",-0.0073,0.0155673
"1597","ENO","MDH",0.0162,0.02060814
"1598","FBA","MDH",-3e-04,0.00340998
"1599","FBPase","MDH",0.024,0.0400302
"1600","FUMC","MDH",-0.0193,0.02550072
"1601","GAPD","MDH",9e-04,0.00355824
"1602","GLCO","MDH",0.0019,0.00474432
"1603","GND","MDH",-0.0073,0.0155673
"1604","ICD","MDH",-0.001,0.01749468
"1605","MDH","MDH",0.6422,0.2713158
"1606","ME","MDH",0.1101,0.0615279
"1607","NADPase","MDH",9e-04,0.0037065
"1608","PDH","MDH",0.0278,0.03543414
"1609","PGI","MDH",-0.0169,0.0229803
"1610","PGK","MDH",9e-04,0.00355824
"1611","PGM","MDH",0.0162,0.02060814
"1612","PGP","MDH",0.0019,0.00474432
"1613","PNT","MDH",-3e-04,0.02283204
"1614","PPK","MDH",0.0476,0.03543414
"1615","PRK","MDH",0.0019,0.00474432
"1616","PRSA","MDH",0.0028,0.01052646
"1617","PTA","MDH",-0.023,0.0378063
"1618","PYK","MDH",-0.1116,0.1015581
"1619","RPE","MDH",0.0023,0.00489258
"1620","RPI","MDH",0.0011,0.00474432
"1621","RuBisC","MDH",0.0019,0.00474432
"1622","RuBisO","MDH",0.0019,0.00474432
"1623","SBPase","MDH",-3e-04,0.00340998
"1624","Sink_ACCOA","MDH",0.006,0.01215732
"1625","Sink_E4P","MDH",-6e-04,0.00904386
"1626","Sink_G6P","MDH",-0.0164,0.02283204
"1627","Sink_GLX","MDH",0.0019,0.00474432
"1628","Sink_H2O2","MDH",0.0019,0.00474432
"1629","Sink_O2G","MDH",-0.001,0.01749468
"1630","Sink_OAA","MDH",-0.0131,0.01868076
"1631","Sink_P3G","MDH",4e-04,0.01171254
"1632","Sink_PRPP","MDH",0.0028,0.01052646
"1633","Sink_PYR","MDH",0.0263,0.03573066
"1634","Supply_COA","MDH",0.006,0.01215732
"1635","Supply_FUM","MDH",-0.0193,0.02550072
"1636","Supply_P_i","MDH",-0.002,0.00533736
"1637","TAL","MDH",-0.0026,0.00563388
"1638","TKT1","MDH",0.0032,0.0059304
"1639","TKT2","MDH",0.0014,0.00415128
"1640","TPI","MDH",4e-04,0.00340998
"1641","XFPK1","MDH",-0.0248,0.04017846
"1642","XFPK2","MDH",-1e-04,0.04996362
"1643","ZWF","MDH",-0.0073,0.0155673
"1644","ACO","PPK",0.0037,0.01393644
"1645","ADK","PPK",0.0028,0.00978516
"1646","ALD","PPK",0.0222,0.03498936
"1647","ATPSyn","PPK",3e-04,0.0029652
"1648","CS","PPK",0.0037,0.01393644
"1649","DEVB","PPK",-0.0049,0.0126021
"1650","ENO","PPK",0.0076,0.01452948
"1651","FBA","PPK",-4e-04,0.0029652
"1652","FBPase","PPK",0.0222,0.03498936
"1653","FUMC","PPK",-5e-04,0.00207564
"1654","GAPD","PPK",4e-04,0.00311346
"1655","GLCO","PPK",9e-04,0.00400302
"1656","GND","PPK",-0.0049,0.0126021
"1657","ICD","PPK",0.0037,0.01393644
"1658","MDH","PPK",0.0562,0.05945226
"1659","ME","PPK",0.0112,0.01215732
"1660","NADPase","PPK",4e-04,0.00311346
"1661","PDH","PPK",-8e-04,0.0170499
"1662","PGI","PPK",-0.0104,0.01616034
"1663","PGK","PPK",4e-04,0.00311346
"1664","PGM","PPK",0.0076,0.01452948
"1665","PGP","PPK",9e-04,0.00400302
"1666","PNT","PPK",-0.0012,0.00756126
"1667","PPK","PPK",0.0212,0.02120118
"1668","PRK","PPK",9e-04,0.00400302
"1669","PRSA","PPK",0.0028,0.00978516
"1670","PTA","PPK",-0.0018,0.02772462
"1671","PYK","PPK",-0.051,0.05055666
"1672","RPE","PPK",0.001,0.00400302
"1673","RPI","PPK",6e-04,0.00415128
"1674","RuBisC","PPK",9e-04,0.00400302
"1675","RuBisO","PPK",9e-04,0.00400302
"1676","SBPase","PPK",-4e-04,0.0029652
"1677","Sink_ACCOA","PPK",-0.0042,0.00696822
"1678","Sink_E4P","PPK",-8e-04,0.00830256
"1679","Sink_G6P","PPK",-0.01,0.01571556
"1680","Sink_GLX","PPK",9e-04,0.00400302
"1681","Sink_H2O2","PPK",9e-04,0.00400302
"1682","Sink_O2G","PPK",0.0037,0.01393644
"1683","Sink_OAA","PPK",0.0148,0.02016336
"1684","Sink_P3G","PPK",-1e-04,0.01052646
"1685","Sink_PRPP","PPK",0.0028,0.00978516
"1686","Sink_PYR","PPK",-0.0062,0.01052646
"1687","Supply_COA","PPK",-0.0042,0.00696822
"1688","Supply_FUM","PPK",-5e-04,0.00207564
"1689","Supply_P_i","PPK",-0.0016,0.00489258
"1690","TAL","PPK",-0.0023,0.00489258
"1691","TKT1","PPK",0.0012,0.00474432
"1692","TKT2","PPK",9e-04,0.00355824
"1693","TPI","PPK",3e-04,0.0029652
"1694","XFPK1","PPK",-0.0025,0.02980026
"1695","XFPK2","PPK",0.002,0.03839934
"1696","ZWF","PPK",-0.0049,0.0126021
"1697","ACO","ME",0.0088,0.04240236
"1698","ADK","ME",0.0017,0.01838424
"1699","ALD","ME",0.035,0.08213604
"1700","ATPSyn","ME",0.001,0.00622692
"1701","CS","ME",0.0088,0.04240236
"1702","DEVB","ME",-0.0083,0.03009678
"1703","ENO","ME",0.0153,0.03825108
"1704","FBA","ME",-1e-04,0.00652344
"1705","FBPase","ME",0.035,0.08213604
"1706","FUMC","ME",0.0843,0.10852632
"1707","GAPD","ME",0.0014,0.00681996
"1708","GLCO","ME",0.0021,0.0088956
"1709","GND","ME",-0.0083,0.03009678
"1710","ICD","ME",0.0088,0.04240236
"1711","MDH","ME",0.8638,0.74856474
"1712","ME","ME",0.2941,0.1942206
"1713","NADPase","ME",-0.0027,0.0081543
"1714","PDH","ME",0.0796,0.10066854
"1715","PGI","ME",-0.0101,0.04047498
"1716","PGK","ME",0.0014,0.00681996
"1717","PGM","ME",0.0153,0.03825108
"1718","PGP","ME",0.0021,0.0088956
"1719","PNT","ME",0.0983,0.09444162
"1720","PPK","ME",0.0723,0.07249914
